"Action","Animation","ScienceFiction","Horror","Fantasy","Family","Adventure","Comedy","Crime","Romance","Drama","Thriller","War","Western","Mystery","Music","Documentary","History","TVMovie","title","year","rating","budget","revenue","runtime"
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"The King of Staten Island",2020,71,0,0,137
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Transformers",2007,67,1.5e+08,709709780,143
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"Tangled: Before Ever After",2017,68,0,0,55
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",1964,81,1800000,9523464,95
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Resident Evil: Degeneration",2008,67,0,0,97
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Arthur and the Revenge of Maltazard",2009,57,8.7e+07,0,93
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Kronk's New Groove",2005,64,0,0,75
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Deliver Us from Evil",2014,62,3e+07,87937815,118
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Johnny English Strikes Again",2018,62,2.5e+07,158256993,89
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Unfriended: Dark Web",2018,63,1e+06,9602624,93
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Cockneys vs Zombies",2012,57,0,0,88
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,"Drumline",2002,69,2e+07,57588485,118
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zombeavers",2014,49,0,14947,85
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Room",2015,81,1.3e+07,35401758,118
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,"Brimstone",2016,71,1.3e+07,0,148
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Nutcracker and the Four Realms",2018,61,1.2e+08,59522646,99
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"A Score to Settle",2019,62,0,0,103
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Careful What You Wish For",2015,61,8e+06,0,91
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,"The Man with the Iron Heart",2017,66,32679734,4412639,120
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"The Man in the Iron Mask",1998,66,3.5e+07,182968902,132
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Idiocracy",2006,63,3e+07,495303,84
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Captain Fantastic",2016,79,5e+06,23123592,118
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Mask of Zorro",1998,65,9.5e+07,250288523,136
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Master Z: Ip Man Legacy",2018,62,0,21832649,107
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"The Tragedy of Macbeth",2021,70,0,0,105
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,"The Rundown",2003,64,8.5e+07,80916492,104
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Gonjiam: Haunted Asylum",2018,73,0,21041950,94
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Love Hard",2021,71,0,0,105
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wonder Woman: Bloodlines",2019,71,0,0,83
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Children of Men",2006,76,7.6e+07,70595464,109
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Portrait of a Lady on Fire",2019,82,5740000,9923127,120
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Diego Maradona",2019,75,0,0,130
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Only Yesterday",1991,73,0,473110,119
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"The Healer",2017,72,0,0,113
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Shallow Hal",2001,62,4e+07,141069860,114
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Slumdog Millionaire",2008,77,1.5e+07,378410542,120
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Case 39",2009,63,2.7e+07,2.9e+07,109
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Willoughbys",2020,71,0,0,92
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Intruder",2019,61,0,25724305,102
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"The Devil All the Time",2020,73,0,0,138
1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Small Soldiers",1998,65,4e+07,54682547,110
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Inheritance",2020,63,0,0,110
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"The Village",2004,64,6e+07,256697520,108
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Police Academy",1984,66,4500000,81198894,97
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"The Silence",2019,60,0,2325977,91
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Look Away",2018,66,0,1119537,103
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Falling Inn Love",2019,65,0,0,98
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Shaft",2019,65,3e+07,21360215,111
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kin",2018,62,3e+07,10023153,102
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"mother!",2017,70,3e+07,44516999,121
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Old Guard",2020,72,7e+07,0,125
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"National Lampoon's Vacation",1983,71,1.5e+07,61399552,99
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Meet the Fockers",2004,62,8e+07,516642939,115
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Security",2017,62,1.5e+07,0,87
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"Escape from Pretoria",2020,73,0,0,102
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Indecent Proposal",1993,63,3.8e+07,266614059,117
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"In the Realm of the Senses",1976,65,0,0,105
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"The Invasion",2007,60,8e+07,15071514,99
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Ma",2019,58,5e+06,51749995,99
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"I, Tonya",2017,75,1.1e+07,53939297,120
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"The Perfect Date",2019,65,0,0,93
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"First Man",2018,70,7e+07,105702570,141
0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"Crimson Peak",2015,66,5.5e+07,74679822,119
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"The Secret Life of Pets",2016,62,7.5e+07,875457937,87
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"The Mauritanian",2021,75,0,0,129
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Time Freak",2018,66,0,0,104
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"The House with a Clock in Its Walls",2018,62,4.2e+07,131457147,105
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Arthur 3: The War of the Two Worlds",2010,58,70200000,0,101
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Cloud Atlas",2012,69,1.02e+08,130482868,172
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Spotlight",2015,78,2e+07,98690254,129
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Suspiria",1977,75,0,2884265,99
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dawn of the Dead",1978,75,650000,5.5e+07,127
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Crank",2006,66,1.2e+07,42931041,88
0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Fantasy Island",2020,60,7e+06,47078545,109
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"Wild Tales",2014,78,4e+06,27007072,122
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Jingle Jangle: A Christmas Journey",2020,66,0,0,122
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"The Killing of a Sacred Deer",2017,70,0,7027336,121
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"The Tuxedo",2002,57,6e+07,104391623,98
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Enter the Dragon",1973,74,1e+07,21485066,102
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Bleeding Steel",2017,59,6.5e+07,0,109
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"The Wandering Earth",2019,64,4.8e+07,0,126
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Bleach",2018,66,0,3729856,108
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Trainspotting",1996,80,4e+06,16491080,94
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Am̩lie",2001,79,1e+07,173921954,122
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hellraiser",1987,69,1e+06,14575193,93
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"Downton Abbey",2019,72,2e+07,192094429,122
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Unhinged",2020,64,3.3e+07,39238300,90
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"The Last Summer",2019,60,0,0,109
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"The Art of Racing in the Rain",2019,83,1.8e+07,33766787,109
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"I Kill Giants",2018,62,15100000,0,106
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,"Apollo 13",1995,74,5.2e+07,355237933,140
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Sully",2016,72,6e+07,240797623,96
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"Poseidon",2006,58,1.6e+08,181674817,98
1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Mad Max",1979,67,3e+05,8771757,91
0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"The House That Jack Built",2018,72,9800000,5566776,151
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"The Dirt",2019,75,0,0,108
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Isn't It Romantic",2019,62,0,0,89
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"The Happytime Murders",2018,57,4e+07,27506452,91
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Booksmart",2019,70,6e+06,24849029,102
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"The Day the Earth Stood Still",2008,56,8e+07,233093859,104
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Knocked Up",2007,62,3e+07,219076518,129
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Meet the Parents",2000,67,5.5e+07,330444045,108
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Thelma",2017,69,5741614,1471656,116
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"A Perfect Getaway",2009,63,1.4e+07,22852638,98
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Unleashed",2005,69,4.5e+07,50871113,103
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"She's the Man",2006,68,2e+07,33889159,105
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Horns",2013,63,0,0,120
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"The X Files: I Want to Believe",2008,57,3e+07,69363381,104
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"Hugo",2011,72,1.7e+08,185770160,126
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"The Crucifixion",2017,56,0,6554322,90
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ferris Bueller's Day Off",1986,76,6e+06,70136369,103
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Halloween: Resurrection",2002,46,1.3e+07,37664855,89
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"The X Files",1998,68,6.6e+07,189198313,121
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mary and The Witch's Flower",2017,71,0,0,103
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Klaus",2019,83,0,0,96
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"A Time to Kill",1996,74,4e+07,152266007,149
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Final Fantasy VII: Advent Children",2005,71,0,0,101
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Yesterday",2019,67,2.6e+07,88092097,116
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nosferatu",1922,77,0,19054,94
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Notting Hill",1999,73,4.2e+07,363889678,124
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Fly",1986,74,1.5e+07,60629159,96
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Maggie",2015,54,4e+06,187112,95
1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,"Kidnapping Mr. Heineken",2015,60,0,2633527,95
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"Hotel Mumbai",2019,76,0,16872691,123
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"I Still Believe",2020,77,0,0,115
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Manchester by the Sea",2016,75,9e+06,78988148,138
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Close",2019,58,0,0,95
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"Rocketman",2019,74,4e+07,167323950,121
0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"Jack and the Cuckoo-Clock Heart",2014,72,33746302,3445000,94
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Harriet",2019,73,0,0,125
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"She's All That",1999,63,1e+07,103166989,95
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reign of the Supermen",2019,72,0,0,87
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Masterminds",2016,57,2.5e+07,29200000,94
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,"Mystic River",2003,77,2.5e+07,156822020,138
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Project Power",2020,65,0,0,113
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Night Hunter",2019,65,0,1012932,95
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"The Zookeeper's Wife",2017,74,2e+07,26152835,126
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ride Along",2014,62,2.5e+07,153997819,99
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,"Chinatown",1974,79,6e+06,3e+07,130
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Trading Places",1983,72,1.5e+07,90404800,116
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Traffik",2018,62,4e+06,5132274,96
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"Changeling",2008,76,5.5e+07,113020255,141
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Song to Song",2017,54,1e+07,1710528,129
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"MILF",2018,59,0,1100000,96
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Till Death",2021,66,0,0,89
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Cool Hand Luke",1967,78,3200000,16217773,127
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Piranha 3DD",2012,43,5e+06,8493728,83
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"The Grandmaster",2013,65,3860000,64076736,130
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"They Live",1988,73,4e+06,13008928,94
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"The Ultimate Gift",2007,77,0,3438735,114
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Burlesque",2010,72,5.5e+07,89519773,119
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"I Am Mother",2019,67,0,643593,114
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Many Adventures of Winnie the Pooh",1977,72,0,0,74
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Blue Is the Warmest Color",2013,71,4300000,10165694,180
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Lemony Snicket's A Series of Unfortunate Events",2004,68,1.4e+08,209073645,108
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"The Monuments Men",2014,60,7e+07,154984035,118
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Possession",1981,73,0,1158473,124
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"In the Mood for Love",2000,81,150000,12854953,99
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Moneyball",2011,72,5e+07,110206216,134
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"The Graduate",1967,77,3e+06,104945305,106
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Crash",1996,65,9e+06,0,100
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"The Goldfinch",2019,72,4e+07,0,149
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Little",2019,69,2e+07,17399000,108
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Cinema Paradiso",1988,85,5e+06,11990401,124
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,"News of the World",2020,70,0,12668325,118
1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"Robin Hood: Prince of Thieves",1991,68,4.8e+07,390493908,143
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Falling Down",1993,74,2.5e+07,40903593,113
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"7500",2019,61,0,0,93
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"The Night House",2021,67,0,14590542,107
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mandy",2018,62,6e+06,1214525,122
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shin Godzilla",2016,71,1.5e+07,77947607,120
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Beverly Hills Cop",1984,72,1.4e+07,316360478,105
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Day of the Dead: Bloodline",2017,46,8e+06,0,90
0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,"Mirage",2018,75,0,17325485,129
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Spenser Confidential",2020,65,0,0,110
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"The Descendants",2011,68,2e+07,177243185,115
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"A Beautiful Day in the Neighborhood",2019,70,2.5e+07,67925733,109
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Follow Me",2020,65,0,3551439,88
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"A River Runs Through It",1992,71,1.2e+07,43440294,123
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Chef",2014,71,1.1e+07,45967935,114
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Chungking Express",1994,80,160000,0,103
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Borat Subsequent Moviefilm",2020,65,0,0,96
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Happiest Season",2020,74,0,1401954,102
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Tales from Earthsea",2006,66,2.2e+07,68625104,115
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Brawl in Cell Block 99",2017,70,1e+07,0,132
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sleepwalkers",1992,60,1.5e+07,30524763,91
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"American Hustle",2013,68,4e+07,251171807,138
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"The Fugitive",1993,74,4.4e+07,368875760,131
0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Arthur Christmas",2011,67,1e+07,0,97
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Widows",2018,65,4.2e+07,73866088,129
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"The Adventures of Tintin",2011,69,1.3e+08,371940071,107
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Angel Heart",1987,71,1.7e+07,17185632,113
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"The Next Karate Kid",1994,53,1.2e+07,15876353,107
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Eiffel",2021,63,2.6e+07,1.3e+07,108
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Pig",2021,67,0,2652024,91
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Airplane!",1980,73,3500000,83453539,88
0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"The Princess Bride",1987,77,1.6e+07,30861665,99
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Waterboy",1998,61,2.3e+07,185991646,90
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Roman J. Israel, Esq.",2017,63,2.2e+07,11942780,122
0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"Attraction",2017,66,5027266,19454845,117
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Bye Bye Man",2017,52,7400000,26667197,96
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Haunt",2019,67,0,0,92
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The Italian Job",2003,68,6e+07,176070171,110
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Mary Shelley",2017,70,0,0,120
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Burn Out",2018,68,0,0,107
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Sweet Home Alabama",2002,64,3e+07,180622424,108
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Night School",2018,62,2.9e+07,33157615,111
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,"Twitches",2005,68,2e+07,0,86
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"The Aeronauts",2019,68,4e+07,0,101
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"The Poughkeepsie Tapes",2009,66,0,0,81
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"The Dig",2021,69,0,0,112
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Damage",1992,66,0,7532911,111
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Waves",2019,74,0,2576990,136
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dredd",2012,68,5e+07,41037742,95
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Casablanca",1942,82,878000,10462500,102
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Speed 2: Cruise Control",1997,45,1.6e+08,164508066,121
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"Moxie",2021,74,0,0,111
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"House of 1000 Corpses",2003,62,7e+06,17949758,89
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"The Report",2019,70,0,0,118
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Christopher Robin",2018,73,7.5e+07,99138899,104
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Escape from the Planet of the Apes",1971,63,2500000,12348905,98
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Big Trouble in Little China",1986,72,2.5e+07,1.1e+07,99
