"","x"
"18","The Call       (2020)+76.0+Thriller, Mystery, Science Fiction+OriginalTitle콜StatusReleasedOriginalLanguageKoreanBudget-Revenue-+1h 52m"
"19","DodgeBall: A True Underdog Story       (2004)+63.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$167,722,310.00+1h 32m"
"20","Time Trap       (2017)+61.0+Science Fiction, Adventure+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 35m"
"21","Face/Off       (1997)+70.0+Action, Crime, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$245,676,146.00+2h 18m"
"22","Green Book       (2018)+82.0+Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget$23,000,000.00Revenue$319,700,000.00+2h 10m"
"23","Evangelion: 2.0 You Can (Not) Advance       (2009)+79.0+Animation, Science Fiction, Action, Drama+OriginalTitleヱヴァンゲリヲン新劇場版：破StatusReleasedOriginalLanguageJapaneseBudget-Revenue$41,162,041.00+1h 52m"
"24","Drive Angry       (2011)+55.0+Fantasy, Thriller, Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$40,909,909.00+1h 45m"
"25","Hellboy       (2004)+67.0+Fantasy, Action+StatusReleasedOriginalLanguageEnglishBudget$66,000,000.00Revenue$99,318,987.00+2h 2m"
"26","The Room       (2019)+64.0+Horror, Drama, Mystery, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 40m"
"27","Coming to America       (1988)+68.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$39,000,000.00Revenue$288,752,301.00+1h 57m"
"28","The Grudge       (2020)+56.0+Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$42,800,000.00+1h 33m"
"29","Upgrade       (2018)+75.0+Action, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$16,593,554.00+1h 40m"
"30","Polar       (2019)+63.0+Action, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 58m"
"31","Allied       (2016)+68.0+Action, Drama, War, Romance, Thriller+StatusReleasedOriginalLanguageEnglishBudget$85,000,000.00Revenue$119,520,023.00+2h 4m"
"32","The Kill Team       (2019)+66.0+War, Action, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 27m"
"33","Signs       (2002)+67.0+Drama, Thriller, Science Fiction, Mystery+StatusReleasedOriginalLanguageEnglishBudget$72,000,000.00Revenue$408,247,917.00+1h 46m"
"34","Bliss       (2021)+55.0+Science Fiction, Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 43m"
"35","Siberia       (2018)+48.0+Crime, Romance, Thriller+StatusReleasedOriginalLanguageEnglishBudget$2,000,000.00Revenue$2,006,704.00+1h 45m"
"36","A Star Is Born       (2018)+75.0+Drama, Romance, Music+StatusReleasedOriginalLanguageEnglishBudget$36,000,000.00Revenue$433,888,866.00+2h 16m"
"37","Memento       (2000)+82.0+Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$9,000,000.00Revenue$39,723,096.00+1h 53m"
"38","Home Alone 4       (2002)+45.0+Comedy, Family, TV Movie+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 24m"
"39","Hustlers       (2019)+65.0+Drama, Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$157,600,000.00+1h 50m"
"40","A Beautiful Mind       (2001)+79.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$313,542,341.00+2h 15m"
"41","Black and Blue       (2019)+67.0+Drama, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$22,741,061.00+1h 49m"
"42","Why Him?       (2016)+64.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$38,000,000.00Revenue$118,102,725.00+1h 51m"
"43","Searching       (2018)+76.0+Thriller, Mystery, Drama+StatusReleasedOriginalLanguageEnglishBudget$1,000,000.00Revenue$75,462,037.00+1h 42m"
"44","Ex Machina       (2015)+76.0+Drama, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$36,869,414.00+1h 48m"
"45","Wanted       (2008)+65.0+Action, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$342,463,063.00+1h 50m"
"46","Vivarium       (2019)+60.0+Science Fiction, Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget$4,000,000.00Revenue$427,399.00+1h 37m"
"47","The Card Counter       (2021)+63.0+Drama, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$4,546,332.00+1h 51m"
"48","Anna       (2019)+67.0+Thriller, Action+StatusReleasedOriginalLanguageFrenchBudget$34,000,000.00Revenue$31,626,978.00+1h 59m"
"49","Batman Beyond: Return of the Joker       (2000)+74.0+Animation, Family, Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 16m"
"50","Nomadland       (2020)+73.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$14,784,114.00+1h 48m"
"51","Tarzan II       (2005)+61.0+Adventure, Animation, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 12m"
"52","Superman: Man of Tomorrow       (2020)+73.0+Animation, Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 26m"
"53","21 Bridges       (2019)+68.0+Crime, Action, Drama+StatusReleasedOriginalLanguageEnglishBudget$33,000,000.00Revenue$49,939,757.00+1h 39m"
"54","Another Round       (2020)+77.0+Comedy, Drama+OriginalTitleDrukStatusReleasedOriginalLanguageDanishBudget$5,150,000.00Revenue$21,700,000.00+1h 57m"
"55","Revenge       (2018)+64.0+Action, Thriller, Horror+StatusReleasedOriginalLanguageFrenchBudget$2,900,000.00Revenue$692,079.00+1h 49m"
"56","Liar Liar       (1997)+66.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$302,710,615.00+1h 26m"
"57","Little Fockers       (2010)+56.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$310,650,585.00+1h 38m"
"58","Red Sparrow       (2018)+65.0+Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$69,000,000.00Revenue$151,572,634.00+2h 20m"
"59","Cleopatra       (1963)+71.0+Drama, History, Romance+StatusReleasedOriginalLanguageEnglishBudget$44,000,000.00Revenue$71,000,000.00+4h 8m"
"60","Every Day       (2018)+72.0+Fantasy, Romance+StatusReleasedOriginalLanguageEnglishBudget$4,900,000.00Revenue$10,421,847.00+1h 37m"
"61","Irreversible       (2002)+73.0+Drama, Thriller, Crime, Mystery+OriginalTitleIrréversibleStatusReleasedOriginalLanguageFrenchBudget-Revenue$792,200.00+1h 38m"
"62","Grimsby       (2016)+59.0+Action, Comedy+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$27,979,040.00+1h 23m"
"63","Gone with the Wind       (1939)+80.0+Drama, War, Romance+StatusReleasedOriginalLanguageEnglishBudget$4,000,000.00Revenue$402,352,579.00+3h 53m"
"64","Die Hard: With a Vengeance       (1995)+72.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$90,000,000.00Revenue$366,101,666.00+2h 8m"
"65","The Birds       (1963)+75.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$2,500,000.00Revenue$11,500,000.00+1h 59m"
"66","Lady Bird       (2017)+73.0+Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$78,966,486.00+1h 34m"
"67","War Horse       (2011)+73.0+War, Drama, Action+StatusReleasedOriginalLanguageEnglishBudget$66,000,000.00Revenue$177,584,879.00+2h 26m"
"68","Dumbo       (2019)+67.0+Family, Fantasy, Adventure+StatusReleasedOriginalLanguageEnglishBudget$170,000,000.00Revenue$215,832,199.00+1h 52m"
"69","Lights Out       (2016)+63.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget$4,900,000.00Revenue$148,868,835.00+1h 21m"
"70","The King       (2019)+72.0+Drama, History, War+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 20m"
"71","In the Shadow of the Moon       (2019)+62.0+Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 55m"
"72","The Courier       (2019)+61.0+Crime, Action, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$4,700,862.00+1h 39m"
"73","Snatch       (2000)+78.0+Crime, Comedy+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$83,557,872.00+1h 43m"
"74","Nowhere to Run       (1993)+62.0+Action, Drama, Thriller, Romance+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$64,000,000.00+1h 34m"
"75","Hard Target       (1993)+63.0+Action+StatusReleasedOriginalLanguageEnglishBudget$18,000,000.00Revenue$74,189,677.00+1h 37m"
"76","The Bone Collector       (1999)+68.0+Drama, Mystery, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$73,000,000.00Revenue$151,493,655.00+1h 58m"
"77","Malcolm & Marie       (2021)+71.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$2,500,000.00Revenue-+1h 46m"
"78","Inside Man       (2006)+74.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$186,003,591.00+2h 9m"
"79","Almost Famous       (2000)+75.0+Drama, Music+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$47,386,287.00+2h 2m"
"80","The Favourite       (2018)+76.0+Drama, Comedy, Thriller+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$95,918,706.00+1h 59m"
"81","Color Out of Space       (2019)+60.0+Mystery, Science Fiction, Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$6,000,000.00Revenue$1,023,510.00+1h 51m"
"82","Heaven Is for Real       (2014)+67.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$101,332,962.00+1h 39m"
"83","The Wave       (2015)+67.0+Thriller+OriginalTitleBølgenStatusReleasedOriginalLanguageNorwegianBudget$5,904,067.00Revenue$12,975,143.00+1h 44m"
"84","The Father       (2020)+82.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$21,029,340.00+1h 37m"
"85","10 Cloverfield Lane       (2016)+70.0+Thriller, Science Fiction, Drama, Horror+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$108,286,421.00+1h 44m"
"86","Perfect Blue       (1997)+83.0+Animation, Thriller+OriginalTitleパーフェクトブルーStatusReleasedOriginalLanguageJapaneseBudget$830,000.00Revenue$112,536.00+1h 21m"
"87","One Flew Over the Cuckoo's Nest       (1975)+84.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$108,981,275.00+2h 13m"
"88","Her       (2013)+79.0+Romance, Science Fiction, Drama+StatusReleasedOriginalLanguageEnglishBudget$23,000,000.00Revenue$47,351,251.00+2h 6m"
"89","The Bourne Identity       (2002)+74.0+Action, Drama, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$214,034,224.00+1h 59m"
"90","Professor Marston and the Wonder Women       (2017)+73.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,584,759.00+1h 48m"
"91","Evil Dead II       (1987)+75.0+Horror, Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$3,500,000.00Revenue$10,900,000.00+1h 24m"
"92","An American Werewolf in London       (1981)+74.0+Horror, Comedy+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$31,973,249.00+1h 37m"
"93","Self/less       (2015)+64.0+Science Fiction, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$26,000,000.00Revenue$31,807,156.00+1h 57m"
"94","Ace Ventura: When Nature Calls       (1995)+63.0+Crime, Comedy, Adventure+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$212,385,533.00+1h 30m"
"95","Gulliver's Travels       (2010)+52.0+Family, Comedy, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$112,000,000.00Revenue$237,382,724.00+1h 25m"
"96","Emma.       (2020)+71.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$25,155,355.00+2h 5m"
"97","Uncut Gems       (2019)+71.0+Drama, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$19,000,000.00Revenue$50,020,902.00+2h 16m"
"98","Poltergeist       (1982)+71.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$10,700,000.00Revenue$122,200,000.00+1h 54m"
"99","Long Shot       (2019)+67.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue-+2h 5m"
"100","Promising Young Woman       (2020)+75.0+Thriller, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$13,868,965.00+1h 54m"
"101","At the End of the Tunnel       (2016)+71.0+Crime, Thriller+OriginalTitleAlfinaldeltúnelStatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+2h"
"102","Skiptrace       (2016)+56.0+Action, Comedy, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget$32,000,000.00Revenue$58,500,000.00+1h 47m"
"103","Suspiria       (2018)+70.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$6,348,889.00+2h 32m"
"104","Brahms: The Boy II       (2020)+60.0+Horror, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$20,311,536.00+1h 26m"
"105","Justice League: War       (2014)+75.0+Animation, Action+StatusReleasedOriginalLanguageEnglishBudget$3,500,000.00Revenue$5,155,325.00+1h 19m"
"106","Murder Mystery       (2019)+62.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$24,000,000.00Revenue-+1h 37m"
"107","You Should Have Left       (2020)+59.0+Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 33m"
"108","The Green Knight       (2021)+66.0+Adventure, Drama, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$18,192,220.00+2h 10m"
"109","Doom: Annihilation       (2019)+49.0+Action, Science Fiction, Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 37m"
"110","Extremely Wicked, Shockingly Evil and Vile       (2019)+70.0+Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 51m"
"111","Donnie Darko       (2001)+78.0+Fantasy, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget$6,000,000.00Revenue$7,500,000.00+1h 54m"
"112","Get Rich or Die Tryin'       (2005)+67.0+Drama, Crime, Music+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$46,442,528.00+1h 57m"
"113","The Bourne Supremacy       (2004)+73.0+Action, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$288,500,217.00+1h 48m"
"114","Triple Threat       (2019)+64.0+Thriller, Action+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue-+1h 36m"
"115","Magic Mike XXL       (2015)+62.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$14,800,000.00Revenue$117,813,057.00+1h 55m"
"116","Jexi       (2019)+69.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue-+1h 24m"
"117","Antichrist       (2009)+67.0+Drama, Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$11,000,000.00Revenue$791,867.00+1h 48m"
"118","Love Actually       (2003)+71.0+Comedy, Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$244,931,766.00+2h 15m"
"119","42       (2013)+71.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$95,020,213.00+2h 8m"
"120","Barnyard       (2006)+58.0+Animation, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$51,000,000.00Revenue$116,476,887.00+1h 30m"
"121","Guns Akimbo       (2020)+65.0+Comedy, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue$835,102.00+1h 35m"
"122","Saludos Amigos       (1942)+58.0+Animation, Family, Adventure+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,135,000.00+42m"
"123","On the Basis of Sex       (2018)+74.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$38,673,750.00+2h"
"124","Bombshell       (2019)+68.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$32,000,000.00Revenue$61,404,394.00+1h 49m"
"125","Peter Pan       (2003)+72.0+Adventure, Fantasy, Family+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$121,975,011.00+1h 53m"
"126","Sextuplets       (2019)+63.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 40m"
"127","Dances with Wolves       (1990)+79.0+Adventure, Drama, Western+StatusReleasedOriginalLanguageEnglishBudget$22,000,000.00Revenue$424,208,848.00+3h 1m"
"128","Pet Sematary       (2019)+57.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$21,000,000.00Revenue$112,399,944.00+1h 41m"
"129","Mile 22       (2018)+62.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$66,308,758.00+1h 35m"
"130","Fighting with My Family       (2019)+68.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$11,000,000.00Revenue$39,055,536.00+1h 48m"
"131","A Simple Favor       (2018)+66.0+Crime, Thriller, Mystery, Comedy+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$97,644,617.00+1h 57m"
"132","The Age of Adaline       (2015)+75.0+Romance, Fantasy, Drama+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$65,663,276.00+1h 52m"
"133","Romeo + Juliet       (1996)+68.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$14,500,000.00Revenue$147,298,761.00+2h"
"134","The Light Between Oceans       (2016)+71.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$25,975,621.00+2h 13m"
"135","Fargo       (1996)+79.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$7,000,000.00Revenue$60,611,975.00+1h 38m"
"136","The Woman in the Window       (2021)+61.0+Drama, Crime, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$4,000,000.00Revenue-+1h 42m"
"137","Crazy About Her       (2021)+72.0+Comedy, Romance+OriginalTitleLocoporellaStatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+1h 42m"
"138","Crazy Rich Asians       (2018)+71.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$238,539,198.00+2h 1m"
"139","Mortdecai       (2015)+55.0+Comedy, Adventure+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$30,418,560.00+1h 46m"
"140","V for Vendetta       (2005)+79.0+Action, Thriller, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$54,000,000.00Revenue$132,511,035.00+2h 12m"
"141","Gattaca       (1997)+76.0+Thriller, Science Fiction, Mystery, Romance+StatusReleasedOriginalLanguageEnglishBudget$36,000,000.00Revenue$12,532,777.00+1h 46m"
"142","Twelve Monkeys       (1995)+76.0+Science Fiction, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget$29,000,000.00Revenue$168,841,459.00+2h 9m"
"143","RoboCop       (2014)+58.0+Science Fiction, Action+StatusReleasedOriginalLanguageEnglishBudget$120,000,000.00Revenue$242,688,965.00+1h 58m"
"144","Copshop       (2021)+62.0+Thriller, Crime, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue$5,400,000.00+1h 47m"
"145","Overlord       (2018)+67.0+Horror, War, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$38,000,000.00Revenue$41,657,844.00+1h 50m"
"146","In the Heart of the Sea       (2015)+67.0+Thriller, Drama, Adventure, Action, History+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$93,920,758.00+2h 2m"
"147","RiÂ¢hie RiÂ¢h       (1994)+59.0+Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$38,087,756.00+1h 35m"
"148","The Possession of Hannah Grace       (2018)+55.0+Horror, Drama+StatusReleasedOriginalLanguageEnglishBudget$7,700,000.00Revenue$41,036,181.00+1h 26m"
"149","Outbreak       (1995)+65.0+Action, Drama, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$189,859,560.00+2h 7m"
"150","Lady and the Tramp       (2019)+73.0+Family, Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 51m"
"151","The Hunchback of Notre Dame II       (2002)+53.0+Animation, Family, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 8m"
"152","Collateral Beauty       (2016)+73.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$36,000,000.00Revenue$88,528,280.00+1h 37m"
"153","Momentum       (2015)+57.0+Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$133,332.00+1h 36m"
"154","The Irishman       (2019)+76.0+Crime, Drama, History+StatusReleasedOriginalLanguageEnglishBudget$159,000,000.00Revenue$968,853.00+3h 29m"
"155","Colette       (2018)+70.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue$14,273,033.00+1h 52m"
"156","Robin Hood       (2018)+59.0+Adventure, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$86,493,046.00+1h 56m"
"157","The 40 Year Old Virgin       (2005)+64.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$26,000,000.00Revenue$177,378,645.00+1h 56m"
"158","Unfriended       (2015)+55.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget$1,000,000.00Revenue$62,882,090.00+1h 22m"
"159","Beneath the Planet of the Apes       (1970)+62.0+Adventure, Science Fiction, Mystery+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$18,999,718.00+1h 35m"
"160","Possessor Uncut       (2020)+64.0+Horror, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget-Revenue$841,334.00+1h 44m"
"161","Shame       (2011)+70.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$6,500,000.00Revenue$3,909,002.00+1h 42m"
"162","Peppermint       (2018)+67.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$53,918,723.00+1h 42m"
"163","Fantastic Planet       (1973)+77.0+Animation, Science Fiction+OriginalTitleLaPlanètesauvageStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 12m"
"164","Jarhead: Law of Return       (2019)+65.0+War+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 43m"
"165","Memoirs of a Geisha       (2005)+77.0+Drama, Romance, History+StatusReleasedOriginalLanguageEnglishBudget$85,000,000.00Revenue$162,242,962.00+2h 26m"
"166","Mary Poppins Returns       (2018)+65.0+Fantasy, Family, Comedy+StatusReleasedOriginalLanguageEnglishBudget$130,000,000.00Revenue$348,807,090.00+2h 11m"
"167","How It Ends       (2018)+53.0+Science Fiction, Thriller, Mystery, Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue-+1h 53m"
"168","The Social Dilemma       (2020)+75.0+Documentary, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 34m"
"169","The Professor       (2018)+68.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$3,600,000.00+1h 30m"
"170","The Terminal       (2004)+73.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$219,417,255.00+2h 8m"
"171","Silence       (2016)+71.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$46,000,000.00Revenue$23,737,523.00+2h 41m"
"172","The Last House on the Left       (2009)+64.0+Crime, Thriller, Horror, Drama+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$32,721,635.00+1h 50m"
"173","Unstoppable       (2010)+65.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$167,805,466.00+1h 38m"
"174","From Dusk Till Dawn       (1996)+70.0+Horror, Action, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$19,000,000.00Revenue$25,836,616.00+1h 48m"
"175","Papillon       (2017)+74.0+Drama, History, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue$10,060,903.00+2h 14m"
"176","The 13th Warrior       (1999)+67.0+Adventure, History, Action+StatusReleasedOriginalLanguageEnglishBudget$160,000,000.00Revenue$61,698,899.00+1h 42m"
