"","x"
"322","Creed       (2015)+74.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$37,000,000.00Revenue$173,567,581.00+2h 13m"
"323","The Incredible Hulk       (2008)+62.0+Science Fiction, Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$163,712,074.00+1h 54m"
"324","The Many Saints of Newark       (2021)+66.0+Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$11,620,603.00+2h"
"325","The SpongeBob SquarePants Movie       (2004)+70.0+Family, Animation, Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$140,161,792.00+1h 27m"
"326","The Kissing Booth 2       (2020)+78.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 12m"
"327","We Bare Bears: The Movie       (2020)+79.0+Animation, Adventure, Family, Comedy, TV Movie+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 9m"
"328","Spirited Away       (2001)+85.0+Animation, Family, Fantasy+OriginalTitle千と千尋の神隠しStatusReleasedOriginalLanguageJapaneseBudget$19,000,000.00Revenue$274,925,095.00+2h 5m"
"329","American Pie Presents: Girls' Rules       (2020)+63.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 35m"
"330","El mesero       (2021)+80.0+Comedy+StatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+1h 26m"
"331","Creed II       (2018)+70.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$214,215,889.00+2h 10m"
"332","The Nightmare Before Christmas       (1993)+78.0+Fantasy, Animation, Family+StatusReleasedOriginalLanguageEnglishBudget$24,000,000.00Revenue$75,634,409.00+1h 16m"
"333","Hansel & Gretel: Witch Hunters       (2013)+60.0+Fantasy, Horror, Action+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$226,349,749.00+1h 28m"
"334","The Courier       (2021)+71.0+Thriller, History, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$26,000,000.00+1h 52m"
"335","Hotel Transylvania 3: Summer Vacation       (2018)+69.0+Family, Fantasy, Comedy, Animation+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$528,600,000.00+1h 37m"
"336","Maquia: When the Promised Flower Blooms       (2018)+83.0+Animation, Fantasy, Romance, Drama+OriginalTitleさよならの朝に約束の花をかざろうStatusReleasedOriginalLanguageJapaneseBudget-Revenue$4,300,000.00+1h 55m"
"337","There's Someone Inside Your House       (2021)+56.0+Thriller, Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 36m"
"338","How to Train Your Dragon       (2010)+78.0+Fantasy, Adventure, Animation, Family+StatusReleasedOriginalLanguageEnglishBudget$165,000,000.00Revenue$494,878,759.00+1h 38m"
"339","The First Purge       (2018)+60.0+Horror, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$13,000,000.00Revenue$137,056,262.00+1h 37m"
"340","A Quiet Place       (2018)+74.0+Horror, Drama, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$17,000,000.00Revenue$340,677,200.00+1h 31m"
"341","Cinderella       (2015)+68.0+Romance, Fantasy, Family, Drama+StatusReleasedOriginalLanguageEnglishBudget$95,000,000.00Revenue$543,514,353.00+1h 45m"
"342","Beauty and the Beast       (2017)+70.0+Family, Fantasy, Romance+StatusReleasedOriginalLanguageEnglishBudget$160,000,000.00Revenue$1,263,521,126.00+2h 9m"
"343","Red Shoes and the Seven Dwarfs       (2019)+78.0+Animation, Romance, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue$10,054,356.00+1h 32m"
"344","Terminator: Dark Fate       (2019)+65.0+Science Fiction, Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$185,000,000.00Revenue$261,119,292.00+2h 8m"
"345","The Purge: Election Year       (2016)+64.0+Action, Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$118,587,880.00+1h 45m"
"346","Fatherhood       (2021)+76.0+Drama, Family, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 49m"
"347","Saw       (2004)+74.0+Horror, Mystery, Crime+StatusReleasedOriginalLanguageEnglishBudget$1,200,000.00Revenue$103,911,669.00+1h 43m"
"348","Alone       (2020)+62.0+Thriller, Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 38m"
"349","Sentinelle       (2021)+59.0+Thriller, Action, Drama+StatusReleasedOriginalLanguageFrenchBudget$6,500,000.00Revenue-+1h 20m"
"350","Bad Trip       (2020)+61.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 27m"
"351","Mission: Impossible - Fallout       (2018)+74.0+Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$178,000,000.00Revenue$791,017,452.00+2h 27m"
"352","Dragon Ball Z: Lord Slug       (1991)+64.0+Action, Animation, Science Fiction+OriginalTitleドラゴンボールゼット超スーパーサイヤ人じんだ孫そん悟ご空くうStatusReleasedOriginalLanguageJapaneseBudget-Revenue$16,400,000.00+52m"
"353","Zombieland: Double Tap       (2019)+70.0+Horror, Comedy+StatusReleasedOriginalLanguageEnglishBudget$42,000,000.00Revenue$122,801,777.00+1h 39m"
"354","Cinderella II: Dreams Come True       (2002)+61.0+Family, Animation, Romance, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue-+1h 14m"
"355","Peninsula       (2020)+69.0+Action, Horror, Thriller+OriginalTitle반도StatusReleasedOriginalLanguageKoreanBudget$17,000,000.00Revenue$39,657,073.00+1h 56m"
"356","It       (2017)+72.0+Horror, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$701,842,551.00+2h 15m"
"357","Ice Age: Collision Course       (2016)+61.0+Adventure, Animation, Family, Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$105,000,000.00Revenue$408,579,038.00+1h 35m"
"358","Mission: Impossible - Ghost Protocol       (2011)+70.0+Action, Thriller, Adventure+StatusReleasedOriginalLanguageEnglishBudget$145,000,000.00Revenue$694,713,380.00+2h 13m"
"359","Space Sweepers       (2021)+71.0+Drama, Fantasy, Science Fiction+OriginalTitle승리호StatusReleasedOriginalLanguageKoreanBudget$21,000,000.00Revenue-+2h 16m"
"360","Godzilla       (2014)+63.0+Action, Drama, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$160,000,000.00Revenue$529,076,069.00+2h 3m"
"361","The Shawshank Redemption       (1994)+87.0+Drama, Crime+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$28,341,469.00+2h 22m"
"362","Nobody Sleeps in the Woods Tonight       (2020)+50.0+Horror, Thriller+OriginalTitleWlesiedziśniezaśnieniktStatusReleasedOriginalLanguagePolishBudget-Revenue-+1h 42m"
"363","Parasite       (2019)+85.0+Comedy, Thriller, Drama+OriginalTitle기생충StatusReleasedOriginalLanguageKoreanBudget$11,363,000.00Revenue$257,591,776.00+2h 13m"
"364","Kingsman: The Golden Circle       (2017)+70.0+Action, Adventure, Comedy, Science Fiction, Crime+StatusReleasedOriginalLanguageEnglishBudget$104,000,000.00Revenue$410,902,662.00+2h 21m"
"365","Exodus: Gods and Kings       (2014)+58.0+Adventure, Drama, Action+StatusReleasedOriginalLanguageEnglishBudget$140,000,000.00Revenue$268,031,828.00+2h 30m"
"366","Spies in Disguise       (2019)+77.0+Animation, Action, Adventure, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$171,616,764.00+1h 42m"
"367","Kick-Ass       (2010)+71.0+Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$28,000,000.00Revenue$96,188,903.00+1h 57m"
"368","The Banker       (2020)+75.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h"
"369","Naruto Shippuden the Movie: The Will of Fire       (2009)+73.0+Action, Adventure, Comedy, Drama, Fantasy, Animation+OriginalTitle劇場版NARUTO-ナルト-疾風伝火の意志を継ぐ者StatusReleasedOriginalLanguageJapaneseBudget-Revenue$8,084,148.00+1h 35m"
"370","365 Days       (2020)+70.0+Romance, Drama+OriginalTitle365dniStatusReleasedOriginalLanguagePolishBudget-Revenue$9,458,590.00+1h 56m"
"371","The Croods       (2013)+69.0+Animation, Adventure, Family, Fantasy, Comedy, Action+StatusReleasedOriginalLanguageEnglishBudget$135,000,000.00Revenue$587,204,668.00+1h 38m"
"372","Justice Society: World War II       (2021)+76.0+Animation, War, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 24m"
"373","Fear Street: 1666       (2021)+73.0+Mystery, Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 54m"
"374","Bride of Chucky       (1998)+59.0+Comedy, Horror+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$50,671,850.00+1h 29m"
"375","The Tourist       (2010)+62.0+Action, Thriller, Romance+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$278,731,369.00+1h 43m"
"376","Kung Fu Panda 3       (2016)+69.0+Action, Adventure, Animation, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$145,000,000.00Revenue$521,170,825.00+1h 35m"
"377","Miracles from Heaven       (2016)+74.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$16,000,000.00Revenue$73,983,359.00+1h 59m"
"378","The Purge       (2013)+63.0+Science Fiction, Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$89,328,627.00+1h 26m"
"379","A Whisker Away       (2020)+80.0+Animation, Drama, Romance, Fantasy+OriginalTitle泣きたい私は猫をかぶるStatusReleasedOriginalLanguageJapaneseBudget-Revenue-+1h 44m"
"380","Blade Runner 2049       (2017)+75.0+Science Fiction, Drama+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$259,239,658.00+2h 44m"
"381","Kung Fu Panda 2       (2011)+69.0+Animation, Family+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$665,692,281.00+1h 31m"
"382","The Book of Life       (2014)+75.0+Animation, Adventure, Comedy, Family, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$97,437,106.00+1h 35m"
"383","Those Who Wish Me Dead       (2021)+68.0+Thriller+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$23,384,502.00+1h 40m"
"384","Rio 2       (2014)+65.0+Adventure, Animation, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$103,000,000.00Revenue$500,188,435.00+1h 41m"
"385","The Predator       (2018)+56.0+Science Fiction, Action, Adventure, Comedy, Horror+StatusReleasedOriginalLanguageEnglishBudget$88,000,000.00Revenue$160,542,134.00+1h 47m"
"386","I Want to Eat Your Pancreas       (2018)+83.0+Animation, Drama, Romance, Family+OriginalTitle君の膵臓をたべたいStatusReleasedOriginalLanguageJapaneseBudget-Revenue$33,748,006.00+1h 48m"
"387","Split       (2016)+73.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$9,000,000.00Revenue$278,454,358.00+1h 57m"
"388","A Dog's Purpose       (2017)+76.0+Adventure, Comedy, Fantasy, Family, Drama+StatusReleasedOriginalLanguageEnglishBudget$22,000,000.00Revenue$205,035,819.00+1h 40m"
"389","Stand by Me Doraemon       (2014)+73.0+Animation, Family, Science Fiction, Fantasy+StatusReleasedOriginalLanguageJapaneseBudget$35,000,000.00Revenue$83,061,158.00+1h 30m"
"390","Madagascar 3: Europe's Most Wanted       (2012)+66.0+Animation, Family, Comedy, Adventure+StatusReleasedOriginalLanguageEnglishBudget$145,000,000.00Revenue$746,921,274.00+1h 33m"
"391","Naruto Shippuden the Movie: Bonds       (2008)+72.0+Fantasy, Animation, Action+OriginalTitle劇場版NARUTO-ナルト-疾風伝絆StatusReleasedOriginalLanguageJapaneseBudget-Revenue-+1h 30m"
"392","Howl's Moving Castle       (2004)+84.0+Fantasy, Animation, Adventure+OriginalTitleハウルの動く城StatusReleasedOriginalLanguageJapaneseBudget$24,000,000.00Revenue$236,049,757.00+1h 59m"
"393","How the Grinch Stole Christmas       (2000)+67.0+Family, Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$123,000,000.00Revenue$345,141,403.00+1h 44m"
"394","Armageddon       (1998)+68.0+Action, Thriller, Science Fiction, Adventure+StatusReleasedOriginalLanguageEnglishBudget$140,000,000.00Revenue$553,799,566.00+2h 31m"
"395","The Grey       (2012)+66.0+Drama, Thriller, Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$77,278,331.00+1h 57m"
"396","Pretty Woman       (1990)+74.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget$14,000,000.00Revenue$463,406,268.00+1h 59m"
"397","The Grinch       (2018)+68.0+Animation, Family, Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$508,575,295.00+1h 25m"
"398","Werewolves Within       (2021)+61.0+Horror, Comedy+StatusReleasedOriginalLanguageEnglishBudget$6,500,000.00Revenue$250,811.00+1h 37m"
"399","Rise of the Planet of the Apes       (2011)+73.0+Thriller, Action, Drama, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$93,000,000.00Revenue$482,860,185.00+1h 45m"
"400","Tinker Bell and the Legend of the NeverBeast       (2014)+71.0+Adventure, Animation, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 17m"
"401","Pain & Gain       (2013)+62.0+Crime, Action, Comedy+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$87,305,549.00+2h 10m"
"402","The Expendables 3       (2014)+62.0+Action, Adventure, Thriller+StatusReleasedOriginalLanguageEnglishBudget$95,000,000.00Revenue$214,700,000.00+2h 6m"
"403","El Infierno       (2010)+77.0+Drama, Crime, Comedy+StatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+2h 25m"
"404","Peter Pan       (1953)+72.0+Animation, Family, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$4,000,000.00Revenue$87,404,651.00+1h 17m"
"405","Scary Stories to Tell in the Dark       (2019)+65.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$95,438,172.00+1h 48m"
"406","Descendants 3       (2019)+78.0+Family, TV Movie, Music, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue-+1h 46m"
"407","Sword Art Online: The Movie â Ordinal Scale       (2017)+78.0+Animation, Action, Adventure, Fantasy, Romance, Science Fiction+OriginalTitleåå ´çã½ã¼ãã¢ã¼ãã»ãªã³ã©ã¤ã³-ãªã¼ãã£ãã«ã»ã¹ã±ã¼ã«-StatusReleasedOriginalLanguageJapaneseBudget-Revenue$20,725,409.00+1h 59m"
"408","The Hunger Games: Mockingjay - Part 2       (2015)+69.0+Action, Adventure, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$160,000,000.00Revenue$653,428,261.00+2h 17m"
"409","White House Down       (2013)+64.0+Action, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$205,366,737.00+2h 11m"
"410","Independence Day       (1996)+68.0+Action, Adventure, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$817,400,891.00+2h 25m"
"411","War for the Planet of the Apes       (2017)+71.0+Drama, Science Fiction, War+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$488,533,726.00+2h 20m"
"412","The Fox and the Hound 2       (2006)+60.0+Adventure, Animation, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$24,000,000.00Revenue-+1h 9m"
"413","I Love You, Beth Cooper       (2009)+59.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$18,000,000.00Revenue$15,345,201.00+1h 42m"
"414","Run       (2020)+74.0+Thriller, Horror, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$265,964.00+1h 30m"
"415","The Secret Life of Pets 2       (2019)+70.0+Adventure, Animation, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$155,152,550.00+1h 26m"
"416","Fear of Rain       (2021)+72.0+Thriller, Horror, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 49m"
"417","Batman Begins       (2005)+77.0+Action, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$374,218,673.00+2h 20m"
"418","Rurouni Kenshin: The Final       (2021)+79.0+Action, Adventure, Drama+OriginalTitleるろうに剣心最終章TheFinalStatusReleasedOriginalLanguageJapaneseBudget-Revenue$33,457,923.00+2h 18m"
"419","The Human Centipede 2 (Full Sequence)       (2011)+48.0+Drama, Horror, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 31m"
"420","Independence Day: Resurgence       (2016)+53.0+Action, Adventure, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$165,000,000.00Revenue$389,681,935.00+2h"
"421","Shark Tale       (2004)+60.0+Animation, Action, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$367,275,019.00+1h 30m"
"422","The A-Team       (2010)+64.0+Thriller, Action, Adventure, Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$110,000,000.00Revenue$177,238,796.00+1h 57m"
"423","GoodFellas       (1990)+85.0+Drama, Crime+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$46,835,000.00+2h 25m"
"424","A Dog's Journey       (2019)+81.0+Family, Adventure, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$2,520,000.00+1h 49m"
"425","The Craft: Legacy       (2020)+63.0+Horror, Drama, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 34m"
"426","Cinderella       (2021)+65.0+Fantasy, Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 53m"
"427","Scary Movie 3       (2003)+60.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$48,000,000.00Revenue$220,673,217.00+1h 24m"
"428","Willy's Wonderland       (2021)+62.0+Action, Horror, Comedy+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$431,020.00+1h 28m"
"429","Madagascar: Escape 2 Africa       (2008)+65.0+Family, Adventure, Animation, Comedy+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$603,900,354.00+1h 29m"
"430","Vacation Friends       (2021)+72.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 43m"
"431","The Great Wall       (2016)+60.0+Action, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$331,957,105.00+1h 43m"
"432","Stuart Little       (1999)+60.0+Family, Animation, Fantasy, Comedy+StatusReleasedOriginalLanguageEnglishBudget$133,000,000.00Revenue$300,135,367.00+1h 24m"
"433","Extraction       (2020)+74.0+Drama, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$65,000,000.00Revenue-+1h 56m"
"434","Candyman       (2021)+62.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$77,389,310.00+1h 31m"
"435","District 9       (2009)+74.0+Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$210,819,611.00+1h 52m"
"436","Super 8       (2011)+67.0+Thriller, Science Fiction, Mystery+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$260,095,986.00+1h 52m"
"437","Constantine       (2005)+70.0+Fantasy, Action, Horror+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$230,884,728.00+2h 1m"
"438","Dark Phoenix       (2019)+60.0+Science Fiction, Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$200,000,000.00Revenue$252,442,974.00+1h 54m"
"439","Batman: The Long Halloween, Part Two       (2021)+77.0+Animation, Mystery, Action, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 27m"
"440","The Little Things       (2021)+64.0+Thriller, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$29,942,746.00+2h 8m"
"441","Trolls World Tour       (2020)+74.0+Family, Animation, Comedy, Fantasy, Adventure, Music+StatusReleasedOriginalLanguageEnglishBudget-Revenue$47,000,000.00+1h 30m"
"442","Batman: Death in the Family       (2020)+73.0+Animation, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+31m"
"443","Death Race       (2008)+62.0+Action, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$76,014,335.00+1h 45m"
"444","Blood Red Sky       (2021)+71.0+Horror, Thriller, Action+StatusReleasedOriginalLanguageGermanBudget$17,739,525.00Revenue-+2h 1m"
"445","Batman: The Long Halloween, Part One       (2021)+77.0+Animation, Mystery, Action, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 25m"
"446","Mission: Impossible - Rogue Nation       (2015)+72.0+Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$682,330,139.00+2h 11m"
"447","The Gentlemen       (2019)+77.0+Crime, Action, Comedy+StatusReleasedOriginalLanguageEnglishBudget$22,000,000.00Revenue$114,996,853.00+1h 53m"
"448","Dirty Grandpa       (2016)+59.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$11,500,000.00Revenue$94,073,028.00+1h 42m"
"449","Men in Black       (1997)+72.0+Action, Adventure, Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$90,000,000.00Revenue$589,390,539.00+1h 38m"
"450","Minions       (2015)+64.0+Family, Animation, Adventure, Comedy+StatusReleasedOriginalLanguageEnglishBudget$74,000,000.00Revenue$1,156,730,962.00+1h 31m"
"451","Secret Society of Second Born Royals       (2020)+68.0+Action, Adventure, Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 37m"
"452","Artemis Fowl       (2020)+56.0+Adventure, Fantasy, Science Fiction, Family, Action+StatusReleasedOriginalLanguageEnglishBudget$125,000,000.00Revenue-+1h 34m"
"453","Money Heist: The Phenomenon       (2020)+75.0+Documentary+OriginalTitleLaCasadePapel:elfenómenoStatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+57m"
"454","The Hitman's Bodyguard       (2017)+69.0+Thriller, Comedy, Crime, Action+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$176,586,701.00+1h 58m"
"455","Rambo: First Blood Part II       (1985)+66.0+Action, Adventure, Thriller, War+StatusReleasedOriginalLanguageEnglishBudget$44,000,000.00Revenue$300,400,432.00+1h 36m"
"456","The Tax Collector       (2020)+57.0+Action, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$942,666.00+1h 35m"
"457","Ferdinand       (2017)+72.0+Animation, Family, Adventure, Comedy+StatusReleasedOriginalLanguageEnglishBudget$111,000,000.00Revenue$295,038,508.00+1h 48m"
"458","Back to the Future       (1985)+83.0+Adventure, Comedy, Science Fiction, Family+StatusReleasedOriginalLanguageEnglishBudget$19,000,000.00Revenue$381,109,762.00+1h 56m"
"459","The Voyeurs       (2021)+67.0+Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 57m"
"460","The Curse of La Llorona       (2019)+57.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$9,000,000.00Revenue$122,033,739.00+1h 33m"
"461","(500) Days of Summer       (2009)+73.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$7,500,000.00Revenue$60,781,545.00+1h 35m"
"462","Alvin and the Chipmunks       (2007)+58.0+Comedy, Family, Fantasy, Animation+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$361,366,633.00+1h 32m"
"463","Scarface       (1983)+82.0+Action, Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$66,023,329.00+2h 50m"
"464","Overboard       (2018)+67.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$91,244,913.00+1h 52m"
"465","Enchanted       (2007)+68.0+Comedy, Family, Fantasy, Romance+StatusReleasedOriginalLanguageEnglishBudget$85,000,000.00Revenue$340,487,652.00+1h 47m"
"466","Riddick       (2013)+63.0+Science Fiction, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$38,000,000.00Revenue$98,337,295.00+1h 59m"
"467","Baywatch       (2017)+61.0+Comedy, Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$69,000,000.00Revenue$177,856,751.00+1h 56m"
"468","Knight and Day       (2010)+62.0+Action, Comedy+StatusReleasedOriginalLanguageEnglishBudget$117,000,000.00Revenue$261,989,769.00+1h 49m"
"469","Coming 2 America       (2021)+66.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue-+1h 50m"
"470","The Green Mile       (1999)+85.0+Fantasy, Drama, Crime+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$286,801,374.00+3h 9m"
"471","The Cat in the Hat       (2003)+53.0+Comedy, Adventure, Family, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$109,000,000.00Revenue$133,818,283.00+1h 22m"
"472","Men in Black: International       (2019)+60.0+Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$110,000,000.00Revenue$252,608,480.00+1h 55m"
"473","The Call       (2013)+68.0+Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$13,000,000.00Revenue$68,572,378.00+1h 34m"
"474","Forrest Gump       (1994)+85.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$55,000,000.00Revenue$677,387,716.00+2h 22m"
"475","Corpus Christi       (2019)+77.0+Drama+OriginalTitleBożeCiałoStatusReleasedOriginalLanguagePolishBudget-Revenue-+1h 56m"
"476","Megamind       (2010)+69.0+Animation, Action, Comedy, Family, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$130,000,000.00Revenue$321,885,765.00+1h 36m"
"477","13 Hours: The Secret Soldiers of Benghazi       (2016)+73.0+War, Action, History, Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$69,411,370.00+2h 24m"
"478","A Boy Called Christmas       (2021)+75.0+Family, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 44m"
"479","Rango       (2011)+68.0+Animation, Comedy, Family, Western, Adventure+StatusReleasedOriginalLanguageEnglishBudget$135,000,000.00Revenue$245,724,603.00+1h 47m"
"480","Barbie Fairytopia: Mermaidia       (2006)+68.0+Animation, Family, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 15m"
"481","Bumblebee       (2018)+67.0+Action, Adventure, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$135,000,000.00Revenue$467,989,645.00+1h 54m"
"482","Pulp Fiction       (1994)+85.0+Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$8,000,000.00Revenue$214,179,088.00+2h 34m"
"483","A Classic Horror Story       (2021)+59.0+Drama, Horror, Mystery, Comedy+StatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 35m"
"484","Knock Knock       (2015)+53.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$2,500,000.00Revenue$6,341,684.00+1h 39m"
"485","Resort to Love       (2021)+73.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 41m"
"486","Solo: A Star Wars Story       (2018)+66.0+Science Fiction, Adventure, Action+StatusReleasedOriginalLanguageEnglishBudget$250,000,000.00Revenue$392,952,373.00+2h 15m"
"487","Below Zero       (2021)+64.0+Action, Crime, Thriller+OriginalTitleBajoceroStatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+1h 46m"
