"","x"
"34","Ida       (2013)+73.0+Drama+StatusReleasedOriginalLanguagePolishBudget$2,159,280.00Revenue$15,298,355.00+1h 22m"
"35","Cocoon: The Return       (1988)+61.0+Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$17,500,000.00Revenue$25,024,919.00+1h 56m"
"36","They Shall Not Grow Old       (2018)+78.0+Documentary, History, War+StatusReleasedOriginalLanguageEnglishBudget-Revenue$20,904,188.00+1h 39m"
"37","The Past       (2013)+73.0+Drama, Mystery+OriginalTitleLepasséStatusReleasedOriginalLanguageFrenchBudget$11,000,000.00Revenue$10,631,747.00+2h 10m"
"38","Late Night       (2019)+65.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$4,000,000.00Revenue$22,384,741.00+1h 42m"
"39","Fatman       (2020)+55.0+Action, Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue-+1h 40m"
"40","Secrets & Lies       (1996)+76.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$4,500,000.00Revenue$13,417,292.00+2h 22m"
"41","Two Lovers       (2008)+68.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$9,800,000.00Revenue$16,303,643.00+1h 50m"
"42","Whiskey Tango Foxtrot       (2016)+63.0+Comedy, Drama, War+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$23,083,334.00+1h 52m"
"43","Going Places       (1974)+68.0+Comedy, Drama+OriginalTitleLesValseusesStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 57m"
"44","The Sea of Trees       (2016)+63.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$908,927.00+1h 50m"
"45","Night on Earth       (1991)+76.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$3,500,000.00Revenue$2,015,810.00+2h 8m"
"46","Cat on a Hot Tin Roof       (1958)+77.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$17,570,324.00+1h 48m"
"47","Wedding Unplanned       (2017)+61.0+Romance, Comedy+OriginalTitleJourJStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 34m"
"48","Rememory       (2017)+61.0+Science Fiction, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 51m"
"49","Zoe       (2018)+60.0+Science Fiction, Romance, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 44m"
"50","Suck Me Shakespeer 3       (2017)+61.0+Comedy+OriginalTitleFackjuGöhte3StatusReleasedOriginalLanguageGermanBudget-Revenue-+2h"
"51","The Circus       (1928)+80.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$9,000,000.00Revenue-+1h 12m"
"52","Domino       (2005)+60.0+Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$22,944,502.00+2h 7m"
"53","The Prom       (2020)+62.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 12m"
"54","Cheap Thrills       (2013)+64.0+Comedy, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$200,000.00Revenue-+1h 28m"
"55","Rebecca       (2020)+63.0+Romance, Drama, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 3m"
"56","La Belle Ãpoque       (2019)+75.0+Comedy, Drama+StatusReleasedOriginalLanguageFrenchBudget$11,000,000.00Revenue$13,935,410.00+1h 50m"
"57","Wakefield       (2017)+61.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$798,214.00+1h 46m"
"58","Another 48 Hrs.       (1990)+60.0+Thriller, Action, Comedy, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$38,000,000.00Revenue$153,518,974.00+1h 35m"
"59","Fanny and Alexander       (1982)+78.0+Fantasy, Drama, Mystery+OriginalTitleFannyochAlexanderStatusReleasedOriginalLanguageSwedishBudget$6,000,000.00Revenue$6,795,771.00+3h 8m"
"60","Brittany Runs a Marathon       (2019)+66.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$7,439,448.00+1h 43m"
"61","The Personal History of David Copperfield       (2019)+65.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$15,600,000.00Revenue$11,620,337.00+1h 59m"
"62","My King       (2015)+72.0+Drama, Romance+OriginalTitleMonroiStatusReleasedOriginalLanguageFrenchBudget$10,600,000.00Revenue$8,000,000.00+2h 10m"
"63","Don't Worry, He Won't Get Far on Foot       (2018)+67.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$2,066,633.00+1h 55m"
"64","Le Cercle Rouge       (1970)+76.0+Thriller, Crime+OriginalTitleLeCerclerougeStatusReleasedOriginalLanguageFrenchBudget-Revenue-+2h 20m"
"65","The Decline       (2020)+62.0+Thriller+OriginalTitleJusqu'audéclinStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 23m"
"66","The Man Who Killed Don Quixote       (2018)+68.0+Adventure, Comedy, Drama, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$19,116,000.00Revenue-+2h 13m"
"67","We Own the Night       (2007)+67.0+Drama, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$21,000,000.00Revenue$54,926,886.00+1h 57m"
"68","Under the Riccione Sun       (2020)+62.0+Comedy, Romance+OriginalTitleSottoilsolediRiccioneStatusReleasedOriginalLanguageItalianBudget$3,000,000.00Revenue-+1h 42m"
"69","Fantozzi Still Suffers       (1983)+64.0+Comedy+OriginalTitleFantozzisubisceancoraStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 25m"
"70","The World Is Yours       (2018)+69.0+Comedy, Crime+OriginalTitleLeMondeestàtoiStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 34m"
"71","R.A.I.D. Special Unit       (2017)+58.0+Action, Comedy+OriginalTitleRAIDDingueStatusReleasedOriginalLanguageFrenchBudget$32,400,000.00Revenue$34,598,750.00+1h 45m"
"72","White as Milk, Red as Blood       (2013)+63.0+Drama, Comedy+OriginalTitleBiancacomeillatte,rossacomeilsangueStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 34m"
"73","Fish Tank       (2009)+70.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$2,404,300.00+2h 3m"
"74","Holiday in the Wild       (2019)+65.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 25m"
"75","The Second Mother       (2015)+80.0+Drama+OriginalTitleQueHorasElaVolta?StatusReleasedOriginalLanguagePortugueseBudget-Revenue-+1h 52m"
"76","Fahrenheit 11/9       (2018)+72.0+Documentary+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 8m"
"77","My Life Without Me       (2003)+58.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$2,500,000.00Revenue$12,300,000.00+1h 46m"
"78","Seoul Station       (2016)+65.0+Drama, Animation, Horror+OriginalTitle서울역StatusReleasedOriginalLanguageKoreanBudget-Revenue$2,021,735.00+1h 32m"
"79","Cosmopolis       (2012)+57.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$20,500,000.00Revenue$6,063,556.00+1h 49m"
"80","The Celebration       (1998)+77.0+Drama+OriginalTitleFestenStatusReleasedOriginalLanguageDanishBudget$1,300,000.00Revenue-+1h 45m"
"81","Nowhere Boy       (2009)+72.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$6,577,779.00+1h 38m"
"82","Through the Fire       (2018)+75.0+Drama+OriginalTitleSauveroupérirStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 56m"
"83","The Last Days of American Crime       (2020)+67.0+Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 29m"
"84","The Dark Valley       (2014)+71.0+Drama, Thriller+OriginalTitleDasfinstereTalStatusReleasedOriginalLanguageGermanBudget$6,875,270.00Revenue-+1h 55m"
"85","Family Is Family       (2018)+58.0+Comedy+OriginalTitleLaCh'titeFamilleStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 47m"
"86","The Specials       (2019)+79.0+Comedy, Drama+OriginalTitleHorsNormesStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 54m"
"87","The Family Stone       (2005)+63.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$19,000,000.00Revenue$92,000,000.00+1h 43m"
"88","In Safe Hands       (2018)+75.0+Drama+OriginalTitlePupilleStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 52m"
"89","Cold Creek Manor       (2003)+54.0+Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$29,119,434.00+1h 58m"
"90","A casa tutti bene       (2018)+62.0+Comedy, Drama+StatusReleasedOriginalLanguageItalianBudget-Revenue$8,198,518.00+1h 45m"
"91","Carbone       (2017)+68.0+Thriller, Crime+StatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 44m"
"92","Russian Ark       (2002)+74.0+Drama, Fantasy, History, Mystery+OriginalTitleРусскийковчегStatusReleasedOriginalLanguageRussianBudget-Revenue$6,723,732.00+1h 39m"
"93","Kodachrome       (2017)+68.0+Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 45m"
"94","Red Desert       (1964)+74.0+Drama+OriginalTitleIldesertorossoStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 57m"
"95","Headhunters       (2011)+73.0+Thriller, Crime, Action+OriginalTitleHodejegerneStatusReleasedOriginalLanguageNorwegianBudget-Revenue$18,962,444.00+1h 40m"
"96","Christmas & Co.       (2017)+63.0+Comedy+OriginalTitleSanta&CieStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 39m"
"97","The Sessions       (2012)+69.0+Drama, Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget$1,000,000.00Revenue$9,138,338.00+1h 35m"
"98","Matthias & Maxime       (2019)+72.0+Drama+StatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 59m"
"99","Bright Star       (2009)+66.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$14,374,652.00+1h 59m"
"100","Frank       (2014)+69.0+Comedy, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget$1,000,000.00Revenue$1,897,363.00+1h 35m"
"101","Tom at the Farm       (2014)+69.0+Drama, Thriller, Mystery+OriginalTitleTomàlafermeStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 45m"
"102","If Anything Happens I Love You       (2020)+78.0+Drama, Animation+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+12m"
"103","Black Christmas       (2019)+47.0+Horror, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$18,529,730.00+1h 32m"
"104","The Student and Mister Henri       (2015)+67.0+Drama, Comedy+OriginalTitleL'ÉtudianteetMonsieurHenriStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 40m"
"105","Mustang       (2015)+78.0+Drama+StatusReleasedOriginalLanguageTurkishBudget$1,300,000.00Revenue$5,274,664.00+1h 37m"
"106","Salyut-7       (2017)+72.0+Action, Drama, Adventure+OriginalTitleСалют-7StatusReleasedOriginalLanguageRussianBudget$15,000,000.00Revenue$13,767,037.00+1h 46m"
"107","The Hater       (2020)+69.0+Drama, Thriller+OriginalTitleSalasamobójców.HejterStatusReleasedOriginalLanguagePolishBudget-Revenue-+2h 15m"
"108","Mandibles       (2020)+63.0+Comedy, Fantasy+OriginalTitleMandibulesStatusReleasedOriginalLanguageFrenchBudget$4,900,000.00Revenue-+1h 17m"
"109","Tangerine       (2015)+70.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$100,000.00Revenue$924,793.00+1h 27m"
"110","Melinda and Melinda       (2004)+62.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$20,085,825.00+1h 40m"
"111","Dom Hemingway       (2013)+58.0+Comedy, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$523,511.00+1h 33m"
"112","Truth       (2015)+66.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$9,600,000.00Revenue$5,383,097.00+2h 5m"
"113","The Fisher King       (1991)+73.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$24,000,000.00Revenue$41,895,491.00+2h 18m"
"114","Happy End       (2017)+61.0+Drama+StatusReleasedOriginalLanguageFrenchBudget$13,600,000.00Revenue-+1h 50m"
"115","The Warning       (2018)+60.0+Thriller, Drama, Fantasy+OriginalTitleElavisoStatusReleasedOriginalLanguageSpanish;CastilianBudget$4,642,619.00Revenue-+1h 33m"
"116","Quest for Fire       (1981)+70.0+Adventure, Drama+OriginalTitleLaGuerredufeuStatusReleasedOriginalLanguageFrenchBudget$12,000,000.00Revenue$55,260,558.00+1h 40m"
"117","Budapest       (2018)+56.0+Comedy+StatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 42m"
"118","Starbuck       (2011)+69.0+Comedy+StatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 43m"
"119","In & Out       (1997)+65.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue-+1h 30m"
"120","What Just Happened       (2008)+54.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$6,673,422.00+1h 44m"
"121","L'Atalante       (1934)+76.0+Romance, Drama, Comedy+StatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 29m"
"122","The Mansion       (2017)+49.0+Horror, Comedy+OriginalTitleLeManoirStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 40m"
"123","The Realm       (2018)+71.0+Thriller, Mystery, Drama+OriginalTitleElreinoStatusReleasedOriginalLanguageSpanish;CastilianBudget$4,552,700.00Revenue$1,932,261.00+2h 12m"
"124","Escort in Love       (2011)+62.0+Comedy+OriginalTitleNessunomipuògiudicareStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 35m"
"125","The Umbrellas of Cherbourg       (1964)+74.0+Drama, Romance+OriginalTitleLesParapluiesdeCherbourgStatusReleasedOriginalLanguageFrenchBudget$7.00Revenue-+1h 31m"
"126","Invisibles       (2019)+71.0+Comedy, Drama+OriginalTitleLesInvisiblesStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 42m"
"127","Rome, Open City       (1945)+80.0+Drama, History+OriginalTitleRomacittàapertaStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 43m"
"128","Put Grandma in the Freezer       (2018)+62.0+Comedy+OriginalTitleMettilanonnainfreezerStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 44m"
"129","Voice from the Stone       (2017)+56.0+Drama, Mystery, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 31m"
"130","Garden State       (2004)+71.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$2,500,000.00Revenue$26,781,723.00+1h 42m"
"131","The Swarm       (2020)+58.0+Horror+OriginalTitleLaNuéeStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 41m"
"132","The Death & Life of John F. Donovan       (2019)+70.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue-+2h 7m"
"133","Uncle Frank       (2020)+75.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 35m"
"134","The Place       (2017)+71.0+Drama, Thriller, Mystery+StatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 45m"
"135","Sorry We Missed You       (2019)+74.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$8,766,149.00+1h 40m"
"136","36th Precinct       (2004)+68.0+Crime, Drama, Thriller+OriginalTitle36QuaidesOrfèvresStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 51m"
"137","Behind the Mask: The Rise of Leslie Vernon       (2006)+66.0+Comedy, Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$69,136.00+1h 32m"
"138","The Champion       (2019)+66.0+Comedy, Drama+OriginalTitleIlcampioneStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 45m"
"139","The Lost World: Jurassic Park       (1997)+65.0+Adventure, Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$73,000,000.00Revenue$618,638,999.00+2h 9m"
"140","Il Divo       (2008)+77.0+Drama+StatusReleasedOriginalLanguageItalianBudget$7,275,000.00Revenue$11,260,366.00+1h 53m"
"141","The Beat That My Heart Skipped       (2005)+70.0+Music, Drama, Crime+OriginalTitleDebattremoncœurs'estarrêtéStatusReleasedOriginalLanguageFrenchBudget$6,400,000.00Revenue$9,293,785.00+1h 47m"
"142","All That Glitters       (2010)+64.0+Comedy+OriginalTitleToutcequiBrilleStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 40m"
"143","Once Upon a Time in Bethlehem       (2019)+61.0+Comedy, Fantasy+OriginalTitleIlprimoNataleStatusReleasedOriginalLanguageItalianBudget$6,000,000.00Revenue-+1h 40m"
"144","All You Need is Crime       (2019)+59.0+Comedy+OriginalTitleNoncirestacheilcrimineStatusReleasedOriginalLanguageItalianBudget-Revenue$4,695,495.00+1h 42m"
"145","Weekend       (2011)+73.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$120,000.00Revenue$484,592.00+1h 36m"
"146","Operation Christmas Drop       (2020)+65.0+Comedy, Family, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 35m"
"147","Tomboy       (2011)+73.0+Drama+StatusReleasedOriginalLanguageFrenchBudget$1,000,000.00Revenue-+1h 22m"
"148","The Suicide Shop       (2012)+64.0+Comedy, Animation, Music+OriginalTitleLemagasindessuicidesStatusReleasedOriginalLanguageFrenchBudget-Revenue$2,514,478.00+1h 19m"
"149","Delicacy       (2011)+64.0+Drama, Comedy, Romance+OriginalTitleLadélicatesseStatusReleasedOriginalLanguageFrenchBudget-Revenue$9,696,204.00+1h 48m"
"150","HOUBA! On the Trail of the Marsupilami       (2012)+52.0+Adventure, Comedy, Family+OriginalTitleSurlapisteduMarsupilamiStatusReleasedOriginalLanguageFrenchBudget$50,000,000.00Revenue$50,100,000.00+1h 45m"
"151","Anima       (2019)+74.0+Music+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+15m"
"152","The Fast and the Furious       (2001)+69.0+Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$38,000,000.00Revenue$207,283,925.00+1h 46m"
"153","The Last Metro       (1980)+73.0+Drama, Romance, War+OriginalTitleLeDernierMétroStatusReleasedOriginalLanguageFrenchBudget-Revenue-+2h 11m"
"154","The Life Ahead       (2020)+67.0+Drama+OriginalTitleLavitadavantiaséStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 34m"
"155","Woman at War       (2018)+72.0+Drama, Thriller, Comedy+OriginalTitleKonaferístríðStatusReleasedOriginalLanguageIcelandicBudget-Revenue-+1h 41m"
"156","Blue Jay       (2016)+70.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$21,626.00+1h 21m"
"157","By the Sea       (2015)+56.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$3,727,746.00+2h 2m"
"158","See You Up There       (2017)+79.0+Drama, Crime, War+OriginalTitleAurevoirlà-hautStatusReleasedOriginalLanguageFrenchBudget$23,000,000.00Revenue$15,100,000.00+1h 53m"
"159","The Concert       (2009)+72.0+Drama, Comedy+OriginalTitleLeConcertStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 59m"
"160","Standing Tall       (2015)+72.0+Drama+OriginalTitleLaTêtehauteStatusReleasedOriginalLanguageFrenchBudget$5,000,000.00Revenue$26,144.00+1h 59m"
"161","The Old Man & the Gun       (2018)+64.0+Comedy, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$11,277,120.00+1h 34m"
"162","Plan 9 from Outer Space       (1959)+42.0+Horror, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$60,000.00Revenue-+1h 19m"
"163","Hammamet       (2020)+60.0+Drama, History+StatusReleasedOriginalLanguageItalianBudget-Revenue-+2h 6m"
"164","Rare Exports: A Christmas Tale       (2010)+63.0+Fantasy+OriginalTitleRareExportsStatusReleasedOriginalLanguageFinnishBudget-Revenue-+1h 23m"
"165","The Unlikely Prince       (2013)+61.0+Comedy+OriginalTitleIlprincipeabusivoStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 37m"
"166","Just Another Christmas       (2020)+74.0+Comedy, Family+OriginalTitleTudoBemnoNatalQueVemStatusReleasedOriginalLanguagePortugueseBudget-Revenue-+1h 41m"
"167","I Hate Summer       (2020)+71.0+Comedy+OriginalTitleOdiol'estateStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 45m"
"168","Hunting and Gathering       (2007)+66.0+Romance, Drama+OriginalTitleEnsemble,c'esttoutStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 37m"
"169","Italian Race       (2016)+76.0+Drama+OriginalTitleVelocecomeilventoStatusReleasedOriginalLanguageItalianBudget-Revenue$2,412,312.00+1h 59m"
"170","Tolo Tolo       (2020)+62.0+Comedy, Drama, Family+StatusReleasedOriginalLanguageItalianBudget$20,000,000.00Revenue$52,186,426.00+1h 34m"
"171","Ashby       (2015)+62.0+Drama, Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$4,631.00+1h 42m"
"172","Dear White People       (2014)+62.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$1,000,000.00Revenue-+1h 48m"
"173","Happy as Lazzaro       (2018)+74.0+Drama, Fantasy+OriginalTitleLazzarofeliceStatusReleasedOriginalLanguageItalianBudget-Revenue-+2h 5m"
"174","Loro 1       (2018)+68.0+Drama+StatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 44m"
"175","Fear City: A Family-Style Comedy       (1994)+75.0+Comedy+OriginalTitleLaCitédelapeurStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 33m"
"176","Five Easy Pieces       (1970)+72.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$18,099,091.00+1h 38m"
"177","Jappeloup       (2013)+71.0+Drama+StatusReleasedOriginalLanguageFrenchBudget-Revenue-+2h 10m"
"178","Borg vs McEnroe       (2017)+70.0+Drama, History+StatusReleasedOriginalLanguageSwedishBudget$7,500,000.00Revenue$16,657,800.00+1h 48m"
"179","WHAT DID JACK DO?       (2017)+64.0+Crime, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+17m"
